,nickname,userid,content,likecount,time,name
2203,姑且叫小天,95860246,中国电影史上获得最高奖项的《卧虎藏龙》，动画史上获得最高奖项的《宝莲灯》，均为李玟演唱[强],1020,2018-10-21 18:17:37,月光爱人
2204,哼ry,531422,夜路听到这首歌，恰好前后都没有一辆车，大提琴响起的刹那，动人心魄。——《卧虎藏龙》是部值得细品的电影，压抑，释放，自由，解脱。,919,2013-07-03 00:21:27,月光爱人
2205,帐号已注销,72604992,一看李玟总决赛要唱月光爱人就知道她是歌王了←_←,893,2016-04-05 22:30:40,月光爱人
2206,明月照大江,976050,昨晚看直播，看到Coco唱这首歌的时候，我就一直在忍不住地哭，感动感谢感慨，不管是节目组安排也好，真实投票结果也好，总之Coco能夺冠，且能以唱这首歌封后，我就觉得是圆满的。看完直播，真想一觉醒来，就回到宝莲灯卧虎藏龙的时代，那时候我们还是青葱少年，我们爱的人也都还未变老，一切还都那么好,866,2016-04-09 10:40:17,月光爱人
2207,INTOMASA,61583378,从这部电影开始，章子怡正式拉开了让国内众多女星遥不可及的距离。,708,2016-03-29 00:25:43,月光爱人
2208,Tuliky,31012121,小虎[流泪],341,2015-02-08 10:28:04,月光爱人
2209,王小鱼寓,57436959,真的好突然，你贯穿了我整个小学的时光，真情人想你的365天好心情月光爱人滴答滴我都会唱，真的很难受☹️,297,2023-07-05 22:45:37,月光爱人
2210,Amaud,88936015,今天奥斯卡90届，往届的剪辑中出现了章子怡周润发，为数不多的华语面孔，感谢李安那一年让世界看到华语电影的力量，更感谢COCO那年出色的表演,288,2018-03-05 15:46:51,月光爱人
2211,酥山有绿,366599572,每次看舞台你都是开心的样子，很有感染力，再见CoCo[爱心],253,2023-07-05 22:42:24,Di Da Di
2212,毫不Care,1605848361,好突然 换个世界  希望你快乐起来 RIP,143,2023-07-05 22:20:29,Di Da Di
2213,Jisagleev,122098014,Coco一路走好，谢谢你，曾经带给我们的快乐，希望你现在更加快乐，不再受抑郁症煎熬。,85,2023-07-05 22:42:54,Di Da Di
2214,拿着辣条打群架,1719701814,一个时代落幕，但经典永垂不朽,53,2023-07-05 22:36:42,Di Da Di
2215,流年共度V,45409170,做个普通人其实远比想象难，「忙有价值，闲有滋味」是我对自己的期许，唯独不要过份内耗伤神。该发疯发疯，该宣泄宣泄，疏通躯壳，才能更好上路。大家务必都要好好的。,35,2023-07-05 22:58:17,Di Da Di
2216,说出你的事故,59122597,哎，真的好讽刺，现在歌手需要选秀节目回春，而不是出专辑[皱眉],2137,2015-11-02 19:46:49,Di Da Di
2217,武林wulin50,36616588,如果1998年网络这么发达 李玟会红到什么程度？,1852,2016-03-15 16:12:18,Di Da Di
2218,-无解之谜-,45389315,"billboard国际最佳中文音乐录影带《didadi》,迄今为止唯一登上奥斯卡金像奖颁奖礼献唱的亚洲女歌手，被《时代周刊》评为华人之光的美誉，coco竟然如此叼！[吐舌]",1609,2016-01-08 19:53:31,Di Da Di
2219,BYELullaby_,34261395,真以为这是首口水歌？唱两句接不上气咬不清字跟不上节奏你就知道李纹有多厉害了[奸笑],1459,2016-04-14 20:14:28,Di Da Di
2220,怡红快绿1226,1668552755,李玟是大中华区域内唯一一个走妖艳路线却不被认为低俗的女歌手。,979,2019-03-04 17:45:20,Di Da Di
2221,Justin宇轩,37211785,深夜听着Coco当年的《Di Da Di》，惊叹儿时听的东西真是国！际！化！深深地感叹，现在的华语乐坛是个大大的倒退！红起来的全是炒冷饭残旧到渣的流行摇滚，还以这种倒退和落后定义出了“Chinese Pop”。[弱],978,2016-01-09 01:40:10,Di Da Di
2222,羡慕他们为爱争吵,118180460,有人说李玟是模仿Ladygaga 我笑了 李玟去格莱美唱歌的时候Ladygaga在哪里都不知道 萧亚轩才是模仿李玟的,694,2018-02-23 22:13:12,Di Da Di
2223,危邦行蜀道,1641994348,告诉你们一个可怕的消息，这首歌已经是22年前的了。,623,2020-04-17 11:05:25,Di Da Di
2224,复读机_本机,61176816,暴露年龄向,574,2015-04-26 13:31:40,Di Da Di
2225,透明阿鱼Fish,34712572,能听出年代感的歌，但是仔细听又一点不觉得过时。编曲洋气,526,2016-01-23 10:19:48,Di Da Di
2226,喝牛奶的Leon,54486431,有谁是看胡叶新来的[大笑],6555,2015-08-16 17:25:55,过完冬季
2227,手机用户06564816,30203743,李玟翻唱的不够味 支持原唱胡叶新,5353,2015-12-20 15:50:55,过完冬季
2228,裤rayman,18241983,李玟跑调好严重 支持原唱胡叶新,2675,2016-02-28 18:28:03,过完冬季
2229,正版夜礼服假面,2939017,我觉得胡叶新感情更加投入，coco还差一点,2310,2016-02-03 09:28:20,过完冬季
2230,第三世界小罗,36757515,写信告诉你，杭州有好天气。,2212,2015-10-07 15:48:59,过完冬季
2231,murasaki_紫_,36250671,你们这群人……还特意去查了下胡叶新[流泪]真的以为会是惊艳的翻唱呢,1780,2015-12-21 21:58:06,过完冬季
2232,深苍之瞳,3029993,胡叶新←_←,1299,2015-02-17 13:08:45,过完冬季
2233,八儿三,45800873,过完冬季胡叶新,1136,2015-05-31 10:15:41,过完冬季
2234,Hoijy,452919031,说实话，李玟真的是被胡天后吊打，虽然是很用心的翻唱，但是跟胡叶新比就相形见绌了，就比如温暖到天明那句吧，胡叶新天后，真声转假声G5转头声A5再转超声波，音已经高到人们听不到了，李玟老师还是得提高一下自己的高音功力才行,1063,2020-01-27 22:12:15,过完冬季
2235,恐龙青蛙突击队,75902505,我是来自杭州的胡叶新。  转音,984,2016-01-28 12:24:58,过完冬季
2236,舟返,251091204,胡叶新唱的其实挺好听的，我是说真的[呆],881,2016-04-08 06:27:17,过完冬季
2237,FUGACITY,14224823,其实胡叶新有些地方真的处理的挺好听的，这条不是嘲，认真的。,716,2019-12-09 21:57:56,过完冬季
2238,andthensowhat,16085694,coco整首歌完全跑调，请搜索原唱胡叶新的正确版本，来自宇宙黑洞灵魂天后的精神暴击，让前列腺高潮。,702,2016-10-23 21:46:39,过完冬季
2239,如果你难过可以忘了我,75862884,当年李玟被逼着去美国发展的原因 就是因为大陆有胡叶新天后打压[惊恐],681,2019-10-12 14:20:20,过完冬季
2240,一叶风云散-,41697909,胡叶新的歌居然没有999+，现在人都在听什么[撇嘴][撇嘴],679,2016-10-08 15:38:45,过完冬季
2241,是唯楠吖,343953344,明明那么伤心还在人前这么坚强，每次都笑的很真诚很温暖，她该经历怎样的痛苦啊！？！,25,2023-07-05 21:56:41,真情人
2242,啊啊啊啊-_-你没事吧,5082686804,2023.7.5缅怀coco，你是我的真情人,17,2023-07-05 21:58:26,真情人
2243,_ifxxie,58318687,愿天堂没有抑郁症,9,2023-07-05 22:40:40,真情人
2244,Busyff,623763954,多么优秀治愈的女战士呀 不该是真的,7,2023-07-05 22:53:47,真情人
2245,夏小莫,869908,不行了！腰断了！听这个也是十五年前了！哈哈，每次也是一边听，一边跟她扭，现在真是扭不动了，哎哟，我的腰！话说，李玟真是在孙燕姿之前我最喜欢的女歌手,227,2015-05-03 23:11:52,真情人
2246,TempestRen,44141144,就是喜欢舞曲唱得好的Diva,205,2015-05-13 19:36:35,真情人
2247,西九龙重案组内勤,50146427,李玟张惠妹 萧亚轩蔡依林，，对比代代有 代代永流传啊[呲牙][呲牙][呲牙][呲牙][呲牙][呲牙][呲牙],167,2015-04-04 20:48:50,真情人
2248,musicalot,1978103,李玟今年40了 简直哭晕在厕所。不堪回首啊 老了 再次哭晕在厕所！,138,2015-11-02 11:29:46,真情人
2249,多米管帅,5572236,谁能告诉我 这吉他是索尼唱片哪个团队的人 做的  。。。。。,115,2015-10-21 22:39:59,真情人
2250,原力少女_,28559092,她跟萧亚轩还有点像，都特别超前，洋气，特别飒，我要是男人我也喜欢,113,2020-02-05 21:34:45,真情人
2251,KOP庆庆0719,6443600,还是老歌来劲儿,99,2015-03-21 00:39:38,真情人
2252,parkjimins8itch,603016121,我真的是幼儿班就对着李玟的mv边唱边扭屁股了…我内心一定是个骚0,91,2020-07-28 12:30:18,真情人
2253,FANG32145,602393289,这首歌的舞蹈几乎就是电臀舞的教科书 随着不同的唱段有不同的扭法 几乎涵盖了电臀舞的全部扭法 跳完真的是腰都要断了 不过 为我之后跳杨老师的月光雀之灵打下了扎实的基础！感谢coco！,81,2019-01-07 18:02:38,真情人
2254,Cmaoo,286750947,听这首歌我忘不了超女选拔那个表情,80,2020-08-27 18:08:37,真情人
2255,林闪闪那个闪闪闪,502544975,不用多说，我对面楼那个12岁的臭小子每天都会唱。,78,2019-01-01 03:20:18,真情人
2256,幽语灬话情殇,53399665,老歌放到现在，依然完爆现在所谓的流行歌曲！,823,2015-04-15 17:57:47,Baby对不起
2257,炸鸡和啤酒隔,1464364555,咋就走了呢，接受不了[流泪],19,2023-07-05 22:29:19,Baby对不起
2258,不抖不开心boy,115644504,永远怀念你,17,2023-07-05 23:09:27,Baby对不起
2259,Luuumm-,287224379,今天是2023年7月5日，听到微博上说你7月2日去世了，一直用微笑和正能量面对大众的coco姐，一路走好[流泪][流泪],25,2023-07-05 22:39:21,Baby对不起
2260,我也想很简单,8917160,现在的花语乐坛真比那时候差远了。。,194,2014-05-23 01:35:01,Baby对不起
2261,不顾左右不言他,105752064,好歌手很多.但不是每一个都能成为coco这样自带发光体的明星.小学开始喜欢她.磁带附的歌词被我翻得折痕发白.promise一词就是打这里学的哈哈.真的太喜欢她了.不是随便中分黑长直p个锥子脸大眼睛就是女神好么！coco拥有巨大能量.我的真女神！,175,2016-02-18 14:28:23,Baby对不起
2262,KewinX,3218035842,那时在国外上学，这张CD在车里循环了一年，我女朋友超级喜欢这首歌，只要音乐一响，能在车里嚎的啊…可以把警察嚎出来给我截停查证件。十九年就这么过去了，那货现在也是两个孩子的妈了，不过孩子爸不是我[憨笑],126,2020-02-28 02:55:20,Baby对不起
2263,小土豆呀_,452871515,同事说：李玟自杀了。我：李玟？唱歌的那个Coco李玟？然后突然做事情没有了力气。好难过好好睡一觉呀Coco。,79,2023-07-05 22:57:51,Baby对不起
2264,Goo__Goo,9946302,一直喜欢这首歌[憨笑],77,2015-03-12 21:25:25,Baby对不起
2265,暴躁的飞天猪,35642212,这么老的歌都被我翻出来了～暴露年龄了～,67,2014-12-05 18:56:59,Baby对不起
2266,帐号已注销,5681060,又听了一小时老歌,54,2014-10-10 02:25:36,Baby对不起
2267,MoonHennessy,44241450,原唱是Son by 4 的那首西班牙语情歌《A Puro Dolor》，英文版叫《Purest of Pain》，网易只有他们的英文版，非常不错的经典情歌，推荐给大家。[星星][星星][星星][星星],47,2017-10-27 17:40:16,Baby对不起
2268,五花有柔,60929829, 莫名其妙的过气了,45,2015-05-02 10:44:50,Baby对不起
2269,喵了个咪_FK,346326140,你听说过妈妈长的像女儿的说法吗？有点礼貌！,30,2022-03-22 01:34:03,Baby对不起
2270,BYELullaby_,34261395,这首歌里coco所体现的唱功 转音还有各种即兴 真的是无敌 唱功和音乐素养真不是一天练成的,29,2018-10-25 13:30:56,Baby对不起
2271,桃啃笙,102473130,不敢相信coco走了，少年时娃哈哈非常柠檬的代言人，小时候喜欢她喝了很多把贴纸存下来。原来，人生的悲喜也会想通，一路走好，coco,414,2023-07-05 21:33:31,你留下的爱
2272,SWEETYDREAmaaa,605729231,你留下的爱，一直在。晚安，姐姐。,289,2023-07-05 22:31:26,你留下的爱
2273,酸奶爱好者_,318710493,带给大家欢乐的人可能是把悲伤都藏起来了吧 ，姐姐下辈子要开开心心的～,156,2023-07-05 22:33:23,你留下的爱
2274,軌跡--,6370089078,前年，我抑郁症最严重的那段时间，很痛苦，每天都行尸走肉，白天硬挺着学习，晚上整宿整宿的失眠，不敢一个人又不愿意与人接触，逃避上学，幻想多种死法，但是想了许多就主动治疗，吃了两年药，虽然现在偶尔emo，但是能自我调节，抑郁症很可怕的，如果身边有抑郁症患者，请多多关爱并善待他们。,130,2023-07-05 22:37:26,你留下的爱
2275,jlo111,1823930236,李玟的声音一出来，电影就仿佛进入了电影节的最佳原创音乐的入围名单,1289,2022-07-24 10:39:13,你留下的爱
2276,一颗扑热息痛,1827865754,MV最后的镜头里面独孤月是没有戴头盔的[流泪][流泪][流泪],1093,2022-07-24 16:34:56,你留下的爱
2277,7Orion,271066852,coco来演唱这首歌真的选对了人！ 她把这首歌演绎的悠扬大气，柔情有力。她太顶尖了，太会唱了。 对于作为月球爱好者的我，觉得地球是负责孕育万物的盖亚女神，那么月球就是赋予万物灵魂的塞勒涅光明女神。coco就像光明女神，发着闪耀的光芒。🌙🌕,1038,2022-07-24 10:44:53,你留下的爱
2278,冰城嘻哈男孩,313301819,我宣布《独行月球》在我看过的所有跨时空爱情题材里挤进前三。,908,2022-07-27 21:20:39,你留下的爱
2279,小珉当家,124110620,温柔，沉稳，包容又坚定有力，这就是经过时间淬炼后co姨的声音最终形态，美妙的旋律，意境辽阔，悠扬，如同沐浴在月光星空中,896,2022-07-24 10:06:37,你留下的爱
2280,亮亮的承诺1109,402989749,我的天，好高级的感觉,733,2022-07-24 10:14:29,你留下的爱
2281,医科人学不会农科,5187704390,“我听说人死后会变成星星，可是我不想变成星星，那样就离我喜欢的人太远了。”,719,2022-07-28 23:15:52,你留下的爱
2282,遇花绽塞北,1712206249,其实没什么的 术业有专攻 就像李玟的嗓子就适合唱歌 我的嗓子就适合做核酸,706,2022-09-16 22:00:02,你留下的爱
2283,小黄是嬴鸭,444101061,从影院刚出来，真的很震撼！！很好看，后劲很强,578,2022-07-27 22:37:27,你留下的爱
2284,xxxx_7tt,468569058,真的很震撼[流泪][流泪][流泪][流泪][流泪],552,2022-07-27 15:20:23,你留下的爱
2285,shiyi霁,641453124,李玟的声音就是很奥斯卡,544,2022-07-24 11:34:30,你留下的爱
2286,用户3270999937,3270999937,一直觉得和萧亚轩很像啊 啊啊     想要个年轻的男朋友,1336,2020-06-29 23:52:17,好心情
2287,DoctorWangjy,17507985,2001年春晚，当时伴舞的一个男的真是放开了跳，太投入了以至于在后面跟着唱开了，哈哈！,1020,2015-03-03 00:25:25,好心情
2288,南加州汽水,42370463,开头没有把音量调小，coco一笑把我笑懵逼了,870,2016-01-12 00:14:22,好心情
2289,吱吱song,50074721,娃哈哈非常柠檬，当年一块五一瓶，300ml的样子，一瓶可以喝一下午。舍不得一口喝掉，都是一点点喝的。,584,2015-09-28 00:21:35,好心情
2290,iaengPu,253218745,当年春晚可比现在尺度大多了[奸笑]当年明星不仅可以唱自己的流行，coco还可以尽情扭腰[奸笑],558,2017-01-29 08:09:29,好心情
2291,李丶海洋,40205373,结婚请了半个好莱坞加半个格莱美的女人[大哭][大哭][大哭],302,2017-09-02 01:31:40,好心情
2292,我叫小蛋壳,68311855,对，小时候的歌········暴漏年龄了[大哭],269,2015-06-13 16:15:00,好心情
2293,1488228,54375749,张靓颖唱这歌只能说勇气可嘉，这歌太契合李玟的特质了，任何人都无法超越。,198,2018-01-05 22:09:34,好心情
2294,丿雷鸣,88627127,看到李玟参加我是歌手 就来找找她的歌听听,193,2016-01-07 11:05:45,好心情
2295,我是克劳斯,2936460,听了好开心,188,2015-06-22 01:32:14,好心情
2296,华丽de光荫,80705955,歌、词、曲、音、人…都是那么经典………最喜欢的一段……我知道 是上天安排我们在这时刻相遇在一起我们都被祝福常常有好心情,168,2015-11-13 20:48:04,好心情
2297,看妳衣袂飘飘,13909383,李纹的歌没上999+ 唯一的原因是因为那时还没有网易云音乐！,140,2017-10-27 13:50:19,好心情
2298,1488228,54375749,在贴吧刷李玟看到说张靓颖要唱这歌，有小朋友说这歌没流行过，简直呵呵了。以前非常柠檬的广告歌，新闻联播完了就放，各大卫视轮流轰炸跟脑白金差不多，CCTV1差不多2分钟的广告，我以为全中国人都知道。,121,2018-01-05 22:13:12,好心情
2299,乀請叫我紅領巾,366570274,对对对、至今都记忆犹新、放到现在可能都进鸡笼了哈哈哈哈哈[开心],115,2019-02-02 17:09:24,好心情
2300,国家一级弹棉花选手,56109023,超棒的bass line！！[爱心][强],108,2015-03-20 00:44:23,好心情
2301,Jolinchenchen,285791597,愿天堂没有抑郁症，coco，之前是真的觉得你是快乐的人没想到以这种方式离开了我们或许，反观普通人，我们对身边的人是否缺乏了很多关心……,65,2023-07-05 21:41:45,Before I Fall In Love
2302,Enchanted_L_,4033956301,不敢相信，你就这样走了。[心碎],25,2023-07-05 21:26:32,Before I Fall In Love
2303,憂傷的鳳梨罐頭,122948865,关于抑郁症，有一句很戳心的自述：“没人觉得我病了，他们只是觉得我想太多了。”远离让你不开心的人和事。,21,2023-07-05 22:49:14,Before I Fall In Love
2304,潘子_Q,543969322,除了点亮心中奇梦外最喜欢Coco的一首歌，希望她在天堂安好,7,2023-07-05 22:45:02,Before I Fall In Love
2305,玫瑰永远不慌张,12364313,高中听了多少遍啊 现在听听还是极好的 呗收录在世界上最动听的歌天籁系列里面 一个中国女人夹在一群欧美女人中 好厉害,291,2014-11-13 14:53:23,Before I Fall In Love
2306,会说法语举止优雅的小猪,39139740,99年的作品也秒杀现在一众流行女歌手,234,2015-11-05 17:06:14,Before I Fall In Love
2307,-像狗-,252988750,这首歌是全英文在美国出的 在内地没知名度 当时在美国知名度非常高 还是一部爱情电影的主题曲 这首歌至今在youtube上的观看次数有好几百万次了 我昨天去看还有人时不时留言呢,221,2016-04-26 01:31:44,Before I Fall In Love
2308,云村智慧之光,30620427,这么好听的歌就这么少评论？,145,2014-12-12 18:48:28,Before I Fall In Love
2309,旷野春风_,5999069,点吧！直接上999＋,135,2015-06-11 18:04:27,Before I Fall In Love
2310,hooku,48036529,听完再去听蔡依林的英文砖，瞬间……,126,2015-03-11 21:55:55,Before I Fall In Love
2311,無名Dust,42972720,说英文标准的，英文本来就是她母语吧,116,2015-02-02 07:29:30,Before I Fall In Love
2312,锄得田叔叔,479779717,都超棒，不要拉仇恨好吗,107,2019-01-31 10:38:43,Before I Fall In Love
2313,zhuzhuIrene,599505685,果然这首歌泰国比较火，Apo也在听,89,2022-06-29 01:23:49,Before I Fall In Love
2314,李唯浩,91891246,不必理偏激的人，Coco和菲都很好，都是一代Diva❤️,86,2019-02-11 02:04:26,Before I Fall In Love
2315,左手一点都不酷,53206991,天啊能不能别说李玟母语是英语了，她九岁才搬去美国的，母语是粤语好嘛。再说，美国长大的歌手太多了，论编曲，演唱，风格，Coco都可以说是最正宗的，并不是所有歌手都可以做到这样。爱她～,84,2019-02-26 14:20:27,Before I Fall In Love
2316,ohcolababe,13086510,有种高岸深谷般的决绝感……,63,2015-12-01 09:55:39,Perfect In Everyway
2317,程ACER,347911454,李玟有不少歌的小调音阶来的突如其来 带来一种在流行歌曲里少有的高级感,41,2018-10-21 00:32:20,Perfect In Everyway
2318,宋宸苟,407467318,这专0粪曲！！！！！！！！！！！！真是首首都好听首首都难唱到爆炸。,34,2019-03-18 21:07:19,Perfect In Everyway
2319,卡带老多了,1500923651,像天使穿越巨浪龙卷风,14,2020-05-09 10:24:52,Perfect In Everyway
2320,TiffanyTao,131519620,这居然是五年级的我天天听的专辑 现在回味 偶尔还会猛女落泪 快三十年了 不惧怕衰老 因灵魂从未年轻过。,13,2021-09-09 14:06:45,Perfect In Everyway
2321,郑鹏的云音乐,46720728,欢迎来到JJ隐匿神曲世界,6700,2015-07-09 19:08:23,熟能生巧
2322,帐号已注销,31099973,上次看到一个人说jj的好曲经常被词给毁了，越听越觉得好有道理。。,3064,2014-08-29 13:43:59,熟能生巧
2323,不可否认不与之说,77981631,是红橙黄或蓝靛紫都好，原来JJ也怕绿[奸笑],2899,2016-02-13 15:42:33,熟能生巧
2324,紫川秀还是卢云,14168794,应该是今天看到JJ昨天半夜打dota2的视频，突然想起这首歌。那个酒窝男孩还是傻傻的对着镜头笑，男孩的侧颜已经不再那么精致了，眼窝里的纯净却还似旧时模样。曹操十年，我早已换了好几个自己 ，而你，还如老旧MP3里飘荡出来的耀耀晨光。,2247,2015-10-21 23:15:48,熟能生巧
2325,KDream,65897340,对于老JM来说没有冷门歌曲,1597,2015-12-12 15:13:38,熟能生巧
2326,lizenyu,727294,作为俊杰的老粉丝会告诉你们这些所谓的隐藏神曲在当时电视上各种音乐排行榜都拿过第一，当时就觉得JJ好牛，一张专辑大部分歌都能上榜，第一一首一首轮着来,1532,2016-04-30 02:35:36,熟能生巧
2327,HereL,5770516,把为林秋离说话的都赞了一遍，私以为他的词和JJ的曲一直很搭，虽然确实有不尽人意的地方，但也不是非得林夕方文山黄伟文的词才叫好叫逼格高，另外这几位也不是没写过生硬拼凑的词句，一棒子打死感觉不太好。,1304,2015-12-17 02:24:31,熟能生巧
2328,百步庭的神经病患儿,40345414,近期来看，夕爷和青峰和jj才是最搭的…,1063,2015-01-17 13:28:52,熟能生巧
2329,本烁心,71085659,感觉是专辑中较为冷门的曲目，但却意外的好听！～有时生活在平淡中度过，忽然之间，被某人或某事闯入，生活增添了不少色彩！,739,2015-08-02 23:34:13,熟能生巧
2330,凉胭er,100481514,一直都觉得“吹风就感冒 淋雨就发烧，有爱就好”这句 真撒娇的可爱。,711,2018-04-08 13:58:30,熟能生巧
2331,咿呀吧咋黑,40729455,真的是初中,424,2015-05-13 17:05:54,熟能生巧
2332,菠萝菠萝酒,3409777,改论文格式的大收获就是——word水平突飞猛进！,380,2015-04-27 23:48:02,熟能生巧
2333,一张旅人蕉,52555196,看到有人说这是冷门歌曲[大哭]，只能说你们太年轻。,323,2018-12-11 20:20:17,熟能生巧
2334,notfound_XIII,533919826,并没有啊我词觉得很好,280,2019-03-05 16:45:50,熟能生巧
2335,帐号已注销,13914687,这首歌是我和一个基友共同的歌曲······,276,2015-05-16 23:01:27,熟能生巧
2336,土豆天敌,272894894,有一次我骑着单车从万松岭相亲角去南山路，利用下坡的惯性，我松开双手，微风和西湖便向我涌来，然后我摔了,289,2021-10-15 13:30:43,杭州，利群，你
2337,颩中的玩耦,127909211,不好意思。关于杭州，我不敢想去想，一想眼泪就止不住的流，那里有我的大学，有我的姑娘，有我的兄弟，有酒球会，有小和山，有天目山路，有公主房，有我最美好的回忆。,179,2021-12-03 10:52:57,杭州，利群，你
2338,许铁勺,90351733,你有哪些难以割舍的城市或者人？,178,2021-10-15 12:30:22,杭州，利群，你
2339,患得患失0701,536716365,时间待我不错，它很少改变我,89,2021-11-24 23:59:39,杭州，利群，你
2340,一乖呀,374709036,心理学上说当你梦到一个人不是她在想你 也不是她在遗忘你 而是在你的潜意识里一直有她 于是以梦的形式告诉你 你一直都在想她从未放下过 频繁出现在你梦里的人是你的身体感觉到了思念 替你见了一面你朝思暮想的人,61,2022-06-15 23:41:49,杭州，利群，你
2341,-在自己身上克服时代,431123232,杭州全是利群，可我想买一包南昌的紫光,41,2021-11-22 15:23:20,杭州，利群，你
2342,kongkong77_,382310967,许钧说杭州的时候，我就吼出来，杭州利群了！！太爱这首歌了，济南，白将，你们,35,2021-12-15 21:32:23,杭州，利群，你
2343,你会是我男友,434049231,妈妈年轻的时候在杭州遇见我爸的，然后跟他一起回家。时至今日，我觉察他们的婚姻不幸福，因为生了我，我妈很苦的，一直走到今天。我喜欢男生，也可能就是缺少父爱。有事情我只知道找妈妈，因为找爸爸他不管，只会提供基础的物质。没有离婚，没有外遇。平淡日子磨平了生活的刺。我妈是位很伟大的妈妈,30,2022-03-08 00:58:10,杭州，利群，你
2344,只想被善待阿,253492486,青岛 松岭路 小鱼山,22,2022-10-24 02:12:01,杭州，利群，你
2345,于你之,1355479590,23岁不够酷，没能加入天堂俱乐部,21,2022-05-23 23:25:10,杭州，利群，你
2346,Stacified,557920384,西安，炫赫门，你北京，利群，你他嘴里时常叼着的炫赫门变成利群，盒里仅剩的三根烟与劣质火机一起被我偷偷揣到口袋里。忆起曾经无数次在小卖铺给他买炫赫门，与黄色火机一起保管在我衣服侧兜，再在他每一次回头伸手时自觉递上一支，手指擦动滚轴燃起星点火苗挡着风点燃。他回来了。我活过来了。,20,2023-03-23 03:24:48,杭州，利群，你
2347,眼神仍然动听,393182426,我们的民谣开始了 我相信很多人会因为节目 认识优秀的你  对啦 长沙这个城市还是温暖吧 一定要来巡演哈[大笑],13,2022-12-24 05:08:16,杭州，利群，你
2348,帐号已注销,114554516,希望网红少点，希望湖水更加清澈,13,2021-10-15 10:38:05,杭州，利群，你
2349,不赖先生,81874974,吸烟有害健康，伤肺不伤心,12,2022-02-09 12:18:48,杭州，利群，你
2350,VIP小健,13827196,那天在列车上，她私信过来一首歌，说这都是心声，嘈杂中我捂着耳朵听完，异地六年，请原谅我懂你太晚，不过…不过好在我们婚期将至，一个人的冬天，再也没有了！,2997,2015-10-23 07:24:57,一个人的冬天
2351,子瑜Deer,33848860,陈楚生是那种天生带着忧郁感的人,1702,2014-11-09 16:09:56,一个人的冬天
2352,树下赏蝶,98995960,我：又到了洗澡靠勇气，洗衣靠毅力，起床靠爆发力的季节了。室友：出门上课靠洪荒之力。 ,987,2015-11-25 15:12:34,一个人的冬天
2353,Tingyu_yu,103141999,生哥火不火已经不重要了，喜欢他的人都是有故事的人，一如他一样有那么多经历，性感或许不适合在娱乐圈混，可是音乐可能跟情感本就不属于娱乐圈，生哥是属于音乐跟情感的[大笑],807,2015-11-19 09:49:16,一个人的冬天
2354,花色彩,10740427,每到冬天总想听一听。,574,2015-01-09 07:15:27,一个人的冬天
2355,_ecmu,263243466,以前我听这首歌的时候还是个小女孩  如今已是胡须长满了我的脸,562,2017-05-09 19:56:48,一个人的冬天
2356,瑟彩3695944707,32212292,曾经被海虐的歌，现在听真是没感觉了…听多了，麻木了，看多了，也见怪不怪了。都这样。今天的俄语学的心烦。,280,2015-03-16 23:42:00,一个人的冬天
2357,__Lost_,3179378,每个冬天都想拿出来听听，每个冬天都有点儿寂寞，,247,2015-11-23 23:47:00,一个人的冬天
2358,隅谷,127977719,现代人太着急了，看一眼照片，听一段语音，道两天晚安，就喜欢上了，不过讨厌得也很快，喜欢了两三年，最后因为一个眼神，一句话，不到一秒就决定放弃了，多情又冷酷也挺好的，速战速决总是好过暧昧不清。就只怕杀伐决断的遇到了藕断丝连，情意绵绵的遇上了见异思迁。这世上，赢的多半还是薄情人。,233,2017-09-17 09:32:28,一个人的冬天
2359,马里奥小蜜蜂,252162,午夜的天空静静的，昏暗的路灯映衬着寒冷的冬夜，孤独寒冷的自己静静的看着窗外，蜷缩着的自己多么希望此刻的我有一份温暖一丝心底的关怀，关心，在乎，一句冬日的问候，让心可以暖一些在暖一些，可是此刻，此时我只有自己，只有我自己那蜷缩着的身影，体会着自己颤颤的体温和那孤独寂寞的影子！,174,2015-02-06 23:59:54,一个人的冬天
2360,子瑜Deer,33848860,每次听他的歌，总能触到心里某个地方,117,2015-03-21 20:36:45,一个人的冬天
2361,帐号已注销,260596455,今年2月，和深爱的女朋友在陕西西安见了最后一面，我四川人，她甘肃人，当晚她火车到达西安，风吹得很大。第二天起床我去火车站，她去咸阳机场。我回成都，她回甘肃，因为时间问题，就见面两天，最后一个拥抱在西安钟楼，那天西安大雪，我们如愿的走到了“白头”。4月，接到她去世的消息。,74,2017-09-28 14:33:58,一个人的冬天
2362,山中人素风,109269038,这首歌应该是08年写的吧！！！那时候公司安排了太多商演，他没什么时间做自己的音乐，感觉自己像个木偶人，是一个被包装被操控的棋子，女朋友又远在深圳，他在采访的时候说，第一次见到雪，应该会激动，但他却不高兴。那段时间写的歌都好emo的，心疼他。不管粉多长时间，再回头，都知道他值得！！,58,2022-05-13 03:52:21,一个人的冬天
2363,Ming慌张,125707514,19岁爸爸走了，期间姥姥姥爷也陆续走了，22岁妈妈走了，今年24岁，没有亲人，没有女朋友，一个人旅行，一个人喝酒，一个人吃饭，一个人过节，一个人背井离乡在上海漂泊没有人可以依靠，为了生存而奔波忙碌，累了倦了也只能自说自话，即使如此，仍然对未来充满希望，感觉自己人生真是个笑话，,58,2017-10-09 21:10:58,一个人的冬天
